timestamp,elapsed_seconds,datetime,system_time,chronotick_time,chronotick_offset_ms,chronotick_uncertainty_ms,chronotick_confidence,chronotick_source,ntp_offset_ms,ntp_delay_ms,ntp_server,chronotick_error_vs_ntp_ms,system_error_vs_ntp_ms
1760607133.2694445,12621.348999261856,2025-10-16T04:32:13.269444,1760607133.2694445,1760607132.9680762,-301.36820673942566,1.0,0.95,cpu,,,,,
1760607143.272769,12631.352323770523,2025-10-16T04:32:23.272769,1760607143.272769,1760607142.9758966,-296.8723773956299,1.0,0.95,cpu,,,,,
1760607153.2749164,12641.354471206665,2025-10-16T04:32:33.274916,1760607153.2749164,1760607152.9901838,-284.73255038261414,1.0,0.95,cpu,,,,,
1760607163.277045,12651.35659980774,2025-10-16T04:32:43.277045,1760607163.277045,1760607163.0123324,-264.7126615047455,1.0,0.95,cpu,,,,,
1760607173.2794733,12661.359028100967,2025-10-16T04:32:53.279473,1760607173.2794733,1760607173.04794,-231.53334856033325,1.0,0.95,cpu,,,,,
1760607183.2816439,12671.361198663712,2025-10-16T04:33:03.281644,1760607183.2816439,1760607183.089325,-192.31894612312317,1.0,0.95,cpu,,,,,
1760607193.283848,12681.363402843475,2025-10-16T04:33:13.283848,1760607193.283848,1760607193.1272483,-156.59970045089722,1.0,0.95,cpu,,,,,
1760607203.2861297,12691.365684509277,2025-10-16T04:33:23.286130,1760607203.2861297,1760607203.1663675,-119.76215988397598,1.0,0.95,cpu,,,,,
1760607213.288258,12701.367812871933,2025-10-16T04:33:33.288258,1760607213.288258,1760607213.1983647,-89.89335596561432,1.0,0.95,cpu,,,,,
1760607223.2906308,12711.370185613632,2025-10-16T04:33:43.290631,1760607223.2906308,1760607223.2256908,-64.94004279375076,1.0,0.95,cpu,-2.046823501586914,66.56599044799805,pool.ntp.org,-62.89,2.05
1760607233.3611,12721.440654754639,2025-10-16T04:33:53.361100,1760607233.3611,1760607233.3241358,-36.96421906352043,1.0,0.95,cpu,,,,,
1760607243.363443,12731.442997694016,2025-10-16T04:34:03.363443,1760607243.363443,1760607243.354046,-9.396860376000404,1.0,0.95,cpu,,,,,
